Date,Open,High,Low,Close,Volume,Adj Close
2017-02-21,18.48,18.685,18.16,18.585,7863400,18.3593
2017-02-20,18.45,18.52,18.29,18.495,5586900,18.2704
2017-02-17,18.545,18.615,17.89,18.20,14613100,17.979
2017-02-16,18.90,18.90,18.475,18.515,7133900,18.2901
2017-02-15,18.48,19.195,18.46,18.885,14347400,18.6557
2017-02-14,18.10,18.42,18.035,18.42,8613600,18.1963
2017-02-13,17.86,18.185,17.76,18.13,7407700,17.9098
2017-02-10,18.22,18.24,17.685,17.80,8369700,17.5838
2017-02-09,18.055,18.15,17.745,18.00,9546600,17.7814
2017-02-08,18.40,18.515,17.62,17.935,14508700,17.7172
2017-02-07,18.41,18.605,18.23,18.31,9778000,18.0876
2017-02-06,18.80,18.89,18.48,18.48,12325800,18.2556
2017-02-03,18.26,18.84,18.145,18.84,14727600,18.6112
2017-02-02,18.65,18.75,17.82,18.18,25553900,17.9592
2017-02-01,18.61,19.18,18.48,19.18,13356800,18.9471
2017-01-31,18.96,19.14,18.38,18.39,12524500,18.1667
2017-01-30,19.00,19.05,18.56,18.61,8571100,18.384
2017-01-27,19.50,19.50,19.09,19.18,9226200,18.9471
2017-01-26,19.60,19.97,19.275,19.44,13755400,19.2039
2017-01-25,18.505,19.495,18.505,19.40,19773200,19.1644
2017-01-24,17.89,18.345,17.89,18.345,9843000,18.1222
2017-01-23,17.85,18.165,17.675,17.86,10726200,17.6431
2017-01-20,17.63,18.08,17.565,18.06,14306300,17.8407
2017-01-19,17.63,17.925,17.535,17.705,11426200,17.49
2017-01-18,17.66,17.67,17.24,17.56,11715700,17.3467
2017-01-17,17.60,17.89,17.31,17.475,11145700,17.2628
2017-01-16,17.90,17.965,17.595,17.595,7803300,17.3813
2017-01-13,17.65,18.27,17.64,18.145,12288900,17.9246
2017-01-12,18.03,18.05,17.415,17.445,8730800,17.2331
2017-01-11,17.69,18.135,17.67,18.07,9260300,17.8505
2017-01-10,17.90,17.95,17.54,17.66,11501700,17.4455
2017-01-09,18.19,18.335,17.85,18.10,8411300,17.8802
2017-01-06,18.125,18.32,17.97,18.32,9981700,18.0975
2017-01-05,18.40,18.76,17.945,18.115,14265300,17.895
2017-01-04,17.85,18.285,17.845,18.26,12878100,18.0382
2017-01-03,17.575,17.885,17.105,17.715,13841900,17.4999
2016-12-30,17.11,17.265,16.825,17.25,5679800,17.0405
2016-12-29,17.23,17.405,17.02,17.11,6213100,16.9022
2016-12-28,17.55,17.60,17.16,17.52,7570000,17.3072
2016-12-27,17.905,17.985,17.385,17.54,6266600,17.327
2016-12-23,18.49,18.635,17.805,17.81,15017600,17.5937
2016-12-22,17.905,18.09,17.685,17.75,5004200,17.5344
2016-12-21,18.235,18.425,17.83,17.995,11495700,17.7765
2016-12-20,17.60,18.125,17.53,18.075,9493600,17.8555
2016-12-19,18.005,18.02,17.455,17.505,14336000,17.2924
2016-12-16,18.22,18.52,18.105,18.325,23652200,18.1025
2016-12-15,17.59,18.215,17.52,18.17,22672900,17.9493
2016-12-14,17.50,17.78,17.245,17.245,9747100,17.0356
2016-12-13,17.22,17.90,17.03,17.47,14818100,17.2578
2016-12-12,17.215,17.515,16.865,17.25,11993200,17.0405
2016-12-09,17.975,17.995,17.205,17.34,16039900,17.1294
2016-12-08,17.47,18.265,17.18,17.875,27883700,17.6579
2016-12-07,16.99,17.52,16.805,17.38,24832300,17.1689
2016-12-06,15.495,16.50,15.285,16.49,21525700,16.2897
2016-12-05,14.535,15.355,14.42,15.28,16901200,15.0944
2016-12-02,15.08,15.145,14.625,14.835,11244800,14.6548
2016-12-01,14.78,15.25,14.74,15.13,9263200,14.9463
2016-11-30,14.60,14.975,14.42,14.86,10056900,14.6795
2016-11-29,14.27,14.74,14.21,14.66,13172800,14.482
2016-11-28,14.75,14.75,14.355,14.48,9322900,14.3041
2016-11-25,14.89,14.89,14.57,14.85,5895700,14.6697
2016-11-23,14.95,14.975,14.66,14.90,6766600,14.719
2016-11-22,15.18,15.18,14.84,14.91,7927500,14.7289
2016-11-21,15.10,15.12,14.88,15.01,6414400,14.8277
2016-11-18,15.16,15.40,14.90,14.96,13921100,14.7783
2016-11-17,14.90,15.115,14.615,15.02,11061900,14.8376
2016-11-16,15.31,15.435,14.96,15.065,10605600,14.882
2016-11-15,15.45,15.45,14.815,15.30,13948000,15.1142
2016-11-14,15.00,15.47,14.855,15.305,22928400,15.1191
2016-11-11,14.40,14.785,14.305,14.75,24027700,14.5709
2016-11-10,13.48,14.50,13.42,14.105,33543500,13.9337
2016-11-09,12.30,13.36,12.22,13.36,21265000,13.1977
2016-11-08,12.85,12.94,12.585,12.895,8439300,12.7384
2016-11-07,12.40,12.865,12.375,12.865,10089800,12.7088
2016-11-04,12.28,12.28,12.00,12.23,8364700,12.0815
2016-11-03,12.215,12.555,12.155,12.28,10225100,12.1309
2016-11-02,12.55,12.58,12.195,12.295,10873300,12.1457
2016-11-01,13.17,13.24,12.60,12.65,10237600,12.4964
2016-10-28,13.29,13.37,13.20,13.325,7976600,13.1632
2016-10-27,13.69,13.74,13.18,13.375,14925700,13.2126
2016-10-26,13.02,13.35,13.015,13.295,10526300,13.1335
2016-10-25,13.395,13.445,12.92,13.145,14498000,12.9854
2016-10-24,13.19,13.47,13.165,13.36,10638900,13.1977
2016-10-21,13.18,13.26,12.99,13.12,12505400,12.9607
2016-10-20,12.625,13.08,12.57,13.03,18108700,12.8718
2016-10-19,12.55,12.63,12.415,12.55,8522300,12.3976
2016-10-18,12.305,12.50,12.285,12.445,8730000,12.2939
2016-10-17,12.17,12.385,12.125,12.22,7920900,12.0716
2016-10-14,12.01,12.44,11.92,12.235,12399100,12.0864
2016-10-13,12.255,12.265,11.835,11.99,11474700,11.8444
2016-10-12,12.30,12.47,12.11,12.35,7713100,12.20
2016-10-11,12.47,12.565,12.27,12.305,12075100,12.1556
2016-10-10,12.01,12.50,11.635,12.50,24288700,12.3482
2016-10-07,12.105,12.305,11.96,12.09,16415700,11.9432
2016-10-06,12.20,12.395,11.925,12.035,17040900,11.8888
2016-10-05,11.85,12.10,11.67,12.07,18733100,11.9234
2016-10-04,11.585,11.98,11.455,11.745,27318500,11.6024
2016-09-30,10.05,11.71,9.898,11.57,56936600,11.4295
2016-09-29,11.055,11.06,10.78,10.875,14638000,10.7429
2016-09-28,10.88,11.01,10.655,10.765,24355000,10.6343
2016-09-27,10.70,10.76,10.18,10.55,29500800,10.4219
2016-09-26,11.265,11.265,10.54,10.55,30891200,10.4219
2016-09-23,11.585,11.64,11.30,11.41,9501400,11.2714
2016-09-22,11.305,11.745,11.305,11.64,12366200,11.4986
2016-09-21,11.385,11.435,11.13,11.275,15248600,11.1381
2016-09-20,11.62,11.70,11.25,11.255,15664000,11.1183
2016-09-19,11.97,12.035,11.635,11.70,15486900,11.5579
2016-09-16,12.20,12.36,11.935,11.99,39766200,11.8444
2016-09-15,12.915,13.175,12.87,13.10,8382500,12.9409
2016-09-14,13.04,13.085,12.80,12.945,10057900,12.7878
2016-09-13,13.395,13.475,13.035,13.04,9634600,12.8816
2016-09-12,13.45,13.555,13.055,13.30,13667700,13.1385
2016-09-09,13.11,13.805,12.97,13.65,21027200,13.4842
2016-09-08,12.945,13.14,12.715,13.11,10630600,12.9508
2016-09-07,12.85,13.015,12.55,12.95,11551300,12.7927
2016-09-06,13.14,13.33,12.90,12.90,8932300,12.7433
2016-09-02,13.155,13.375,12.83,13.32,15161000,13.1582
2016-09-01,13.33,13.84,13.025,13.08,18623500,12.9212
2016-08-31,12.88,13.43,12.815,13.21,16511400,13.0496
2016-08-30,12.50,12.895,12.48,12.885,8933900,12.7285
2016-08-29,12.515,12.655,12.38,12.415,4143500,12.2642
2016-08-26,12.50,12.68,12.315,12.595,6581000,12.442
2016-08-25,12.61,12.67,12.41,12.495,6188900,12.3433
2016-08-24,12.325,12.80,12.205,12.685,9277200,12.5309
2016-08-23,12.05,12.42,11.97,12.395,7843100,12.2445
2016-08-22,11.92,12.215,11.835,11.97,7703900,11.8246
2016-08-19,12.37,12.385,11.84,11.95,12498600,11.8049
2016-08-18,12.405,12.45,12.18,12.335,6310800,12.1852
2016-08-17,12.67,12.76,12.235,12.285,8891800,12.1358
2016-08-16,12.665,12.82,12.56,12.67,5984900,12.5161
2016-08-15,12.78,12.855,12.695,12.76,4310200,12.605
2016-08-12,12.735,12.86,12.605,12.75,6382100,12.5952
2016-08-11,12.805,12.835,12.51,12.765,8459800,12.61
2016-08-10,12.285,12.825,12.25,12.755,17072800,12.6001
2016-08-09,12.11,12.40,12.015,12.375,10578600,12.2247
2016-08-08,11.91,12.25,11.90,12.16,12751300,12.0123
2016-08-05,11.44,11.80,11.40,11.80,13397800,11.6567
2016-08-04,11.48,11.70,11.325,11.395,12064200,11.2566
2016-08-03,11.315,11.42,11.06,11.20,17392800,11.064
2016-08-02,11.71,11.74,11.20,11.235,19803300,11.0986
2016-08-01,12.45,12.495,11.72,11.805,16198600,11.6616
2016-07-29,11.85,12.25,11.80,12.025,16861900,11.879
2016-07-28,12.30,12.40,11.875,11.91,18532000,11.7654
2016-07-27,12.90,12.92,12.175,12.445,21239100,12.2939
2016-07-26,13.005,13.005,12.545,12.85,11689600,12.6939
2016-07-25,13.13,13.30,13.03,13.16,6795200,13.0002
2016-07-22,13.13,13.25,13.04,13.085,7186400,12.9261
2016-07-21,12.98,13.425,12.92,13.18,15581500,13.0199
2016-07-20,12.815,12.98,12.54,12.95,10389400,12.7927
2016-07-19,13.10,13.285,12.545,12.76,14792800,12.605
2016-07-18,13.135,13.375,12.865,13.12,10881700,12.9607
2016-07-15,13.00,13.375,12.92,13.02,14593100,12.8619
2016-07-14,12.805,13.145,12.745,13.025,15953400,12.8668
2016-07-13,12.81,13.02,12.51,12.57,15215600,12.4173
2016-07-12,12.075,12.805,12.00,12.785,19239000,12.6297
2016-07-11,11.95,12.045,11.495,12.025,12109000,11.879
2016-07-08,11.38,12.05,11.215,11.755,17194400,11.6122
2016-07-07,11.62,11.82,11.355,11.435,18054100,11.2961
2016-07-06,12.065,12.265,11.305,11.54,31545000,11.3999
2016-07-05,12.20,12.465,12.12,12.22,13825100,12.0716
2016-07-01,12.47,12.84,12.205,12.555,14875000,12.4025
2016-06-30,12.50,12.54,12.05,12.325,25962800,12.1753
2016-06-29,12.825,13.05,12.46,12.66,16791600,12.5063
2016-06-28,13.025,13.20,12.575,12.645,23158800,12.4914
2016-06-27,13.38,13.435,12.07,12.54,43139000,12.3877
2016-06-24,13.00,13.945,12.76,13.365,53702100,13.2027
2016-06-23,15.18,15.75,15.02,15.565,16827000,15.376
2016-06-22,14.91,15.27,14.73,15.08,12591000,14.8969
2016-06-21,14.50,14.885,14.45,14.80,11023300,14.6203
2016-06-20,14.26,14.625,14.20,14.48,15573800,14.3041
2016-06-17,13.245,13.81,13.24,13.675,21193500,13.5089
2016-06-16,12.95,13.05,12.685,12.995,15691100,12.8372
2016-06-15,13.365,13.675,13.105,13.285,15351700,13.1237
2016-06-14,13.40,13.62,13.12,13.16,13674900,13.0002
2016-06-13,13.815,13.895,13.475,13.55,12921100,13.3854
2016-06-10,14.62,14.62,13.97,14.035,12938300,13.8646
2016-06-09,14.915,14.96,14.68,14.73,7976600,14.5511
2016-06-08,15.24,15.26,14.935,14.995,6690200,14.8129
2016-06-07,15.215,15.635,15.215,15.27,10304700,15.0846
2016-06-06,14.98,15.19,14.80,15.05,6655600,14.8672
2016-06-03,15.71,15.77,14.90,15.00,11527600,14.8178
2016-06-02,15.59,16.12,15.53,15.595,9071900,15.4056
2016-06-01,15.91,15.98,15.38,15.645,9180500,15.455
2016-05-31,16.375,16.49,16.025,16.055,7664300,15.86
2016-05-27,16.105,16.43,16.065,16.285,6691400,16.0872
2016-05-26,16.00,16.30,15.735,16.19,8342200,15.9934
2016-05-25,15.75,16.25,15.73,16.095,11625100,15.8995
2016-05-24,14.935,15.585,14.87,15.56,7537500,15.371
2016-05-23,15.18,15.335,14.87,15.16,6764200,14.9759
2016-05-20,15.12,15.255,14.96,15.135,7413500,14.9512
2016-05-19,14.95,15.34,14.84,14.94,10433900,14.7586
2016-05-18,14.325,14.77,14.17,14.745,9286100,14.5659
2016-05-17,14.45,14.965,14.27,14.41,11593700,14.235
2016-05-16,14.675,14.675,14.675,14.675,000,14.4968
2016-05-13,14.47,14.815,14.27,14.675,7174800,14.4968
2016-05-12,14.595,15.025,14.45,14.52,7496400,14.3437
2016-05-11,14.93,15.055,14.54,14.72,8129000,14.5412
2016-05-10,14.81,15.29,14.81,15.005,8338300,14.8228
2016-05-09,14.90,15.105,14.59,14.65,7418100,14.4721
2016-05-06,14.51,14.885,14.235,14.74,11562300,14.561
2016-05-05,15.035,15.05,14.545,14.63,7706700,14.4523
2016-05-04,15.075,15.295,14.775,14.945,10495300,14.7635
2016-05-03,15.915,15.915,15.00,15.025,12869100,14.8425
2016-05-02,16.57,16.595,15.84,16.03,7815600,15.8353
2016-04-29,17.15,17.19,16.47,16.47,11295400,16.27
2016-04-28,16.90,17.54,16.725,17.36,13557000,17.1492
2016-04-27,16.48,16.845,16.45,16.70,8004500,16.4972
2016-04-26,16.13,16.64,15.99,16.44,8549700,16.2403
2016-04-25,16.815,16.905,15.96,16.075,9660800,15.8798
2016-04-22,16.65,16.96,16.58,16.80,7476100,16.596
2016-04-21,16.515,17.01,16.445,16.715,11635800,16.512
2016-04-20,15.625,16.50,15.53,16.44,12155900,16.2403
2016-04-19,15.755,16.02,15.58,15.64,9654100,15.4501
2016-04-18,15.05,15.70,14.91,15.625,8653400,15.4352
2016-04-15,15.30,15.38,15.06,15.35,6931600,15.1636
2016-04-13,14.24,15.365,14.205,15.365,18971700,15.1784
2016-04-12,14.10,14.205,13.62,13.98,12398900,13.8102
2016-04-11,14.00,14.355,13.825,14.00,10464200,13.83
2016-04-08,13.72,14.14,13.72,13.99,10113600,13.8201
2016-04-07,14.20,14.24,13.675,13.745,10624100,13.5781
2016-04-06,14.10,14.455,13.965,14.165,11964800,13.993
